Label,Tweet
Non_HS,detikcom: Hafal 30 juz Al Quran jadi modal Sunarto (31) hingga terpilih imam masjid di Uni Emirat Arab (UEA)    Ia menghabiskan 4 tahunx80\ 
Non_HS,detikcom: Helena Lim sempat jadi kontroversi karena disuntik vaksin    Menghuni sebuah rumah yang super mewah    Ini potret rumah Crazy Rix80\ 
Non_HS,detikcom: HSBC berencana membuat kebijakan Jumat sore tanpa Zoom untuk beberapa staf    Upaya ini dilakukan untuk mengatasi stres karyax80\ 
Non_HS,detikcom: Indonesia menambah wakilnya di Olimpiade 2020 Tokyo    Itu setelah cabang olahraga dayung nomor lightweight womens double sculx80\ 
Non_HS,detikcom: Jamur hitam yang biasa ditemukan pada tanah       tanaman       kotoran hewan       sayur dan buah membusuk diyakini dokter dipicu penggunx80\ 
Non_HS,detikcom: Jenderal Rusdi Karepesina ditilang karena pelat nomor tak sesuai aturan    Namun dia ngotot bahwa STNK dan SIM terbitan Kekaix80\ 
Non_HS,detikcom: Jungkook BTS kembali menunjukkan eksistensinya sebagai sold out king    Maknae grup BTS itu menjual habis jaket Louis Vuittx80\ 
Non_HS,detikcom: Juventus bisa saja main di Liga Europa musim depan    Cristiano Ronaldo pun artinya bakal main lagi di Liga Malam Jumat itu sx80\ 
Non_HS,detikcom: Kabar adanya kelas orgasme di Bali kembali mencuat di tengah masyarakat    Kelas orgasme yang pernah hebohkan masyarakat Bax80\ 
Non_HS,detikcom: Kemenangan meyakinkan atas Manchester United mendekatkan Liverpool ke empat besar    Si Merah pun menebar tekanan besar ke Lex80\ 
Non_HS,detikcom: Komnas Perempuan menyoroti pertanyaan bersedia lepas jilbab dalam tes TWK KPK    Komnas perempuan menilai urusan jilbab dilinx80\ 
Non_HS,detikcom: Maruf Amin besok akan melaksanakan Salat Id di rumah dinas    Wapres juga menegaskan tidak akan menggelar open house    https://x80\ 
Non_HS,detikcom: Masyarakat Medan sering menggunakan kata Coro dalam percakapan harian    Coro bukanlah bahasa Medan       lalu apa artinya? https:x80\ 
Non_HS,detikcom: Member BTS punya kecintaan besar pada makanan    Ada RM yang doyan jjajangmyeon hingga Jungkook yang cinta banget sama es krix80\ 
Non_HS,detikcom: Menkes RI Budi Gunadi Sadikin mengatakan Indonesia sudah kemasukan 3 varian virus Corona ganas yakni B117       B1351 dan B1617   x80\ 
Non_HS,detikcom: MUI mengkritik pertanyaan bersedia lepas jilbab dalam tes alih status pegawai KPK menjadi ASN    MUI menyebut hasil tes tersex80\ 
Non_HS,detikcom: Netizen terkejut sekaligus iri mengetahui isi parsel yang diberikan Nagita Slavina    Ada handphone sampai uang di dalamnya  :x80\ 
Non_HS,detikcom: Para Puteri Indonesia ini memutuskan berhijab setelah lulus dari Yayasan Puteri Indonesia    Intip berbagai gaya hijab merekax80\ 
Non_HS,detikcom: Pemerhati Pertahanan Connie Rahakundini Bakrie mengungkap adanya sosok mafia alutsista yang ia sebut Mister M    Prabowo mintx80\ 
Non_HS,detikcom: Pemerintah Gujarat       India       mendirikan bangsal khusus untuk merawat pasien jamur hitam    Mereka juga menyediakan 5   000 botolx80\ 
Non_HS,detikcom: Pengamat hukum tata negara Feri Amsari menyebut pertanyaan mengenai bersediakah melepas jilbab adalah immoral    https://t   cox80\ 
Non_HS,detikcom: Penumpang mobil berplat B yang melintas di Pos Penyekatan Bogor - Sukabumi malah ngegas karena ogah diputar balik    Mereka jx80\ 
Non_HS,detikcom: Penyekatan Kedungwaringin       Bekasi       dua hari terakhir dijebol oleh pemudik    Polisi terpaksa meloloskan para pemudik karena sx80\ 
Non_HS,detikcom: Pos penyekatan mudik di Kedungwaringin       Kabupaten Bekasi dijebol ribuan pengendara motor    Para pemudik memblokade lalu lintx80\ 
Non_HS,detikcom: Posisi foto Jokowi dan Maruf Amin di ruang konferensi pers KPK berubah lagi    Kini       foto Jokowi-Maruf tak lagi ada di dindinx80\ 
Non_HS,detikcom: Promosi kelas orgasme di Ubud Bali bikin geger    Penggagas acara itu akhirnya diamankan dan dideportasi    Dia berdalih acarax80\ 
Non_HS,detikcom: Relawan JoMan menyebut heboh Bipang Ambawang menambah dosa Mendag M Lutfi ke Jokowi dalam 5 bulan terakhir    https://t   co/WSx80\ 
Non_HS,detikcom: Roy Keane menyadari satu hal ketika melihat Manchester United dibungkam Liverpool    Setan Merah masih jauh dari kata siap unx80\ 
Non_HS,detikcom: Sabu asal Iran memiliki kode khusus yang membedakan dengan produk China    Salah satunya terdapat abjad tulisan Arab yang merx80\ 
Non_HS,detikcom: Salah satu kendaraan yang disekat petugas yakni berstiker bus khusus paket yang ternyata berisi para pemudik https://t   co/Ox80\ 
Non_HS,detikcom: Salah satu kendaraan yang disekat petugas yakni mobil berstiker mobil paket yang ternyata berisi para pemudik https://t   co/x80\ 
Non_HS,detikcom: Sebuah video menyebutkan pemobil mencoba masuk rangkaian iring-iringan Wakil Presiden Maruf Amin viral di media sosial    Polix80\ 
Non_HS,detikcom: Sebutan otak sungsang yang dilontarkan Tenaga Ahli KSP Ali Mochtar Ngabalin ke Busyro Muqoddas berbuntut panjang    Ngabalinx80\ 
Non_HS,detikcom: Sejumlah pasien dan penyintas Corona di India dilaporkan terkena mucormycosis atau jamur hitam       bahkan ada yang mengalami kx80\ 
Non_HS,detikcom: Sektor perhotelan menjerit saat momen libur Lebaran 2021    Adanya penyekatan mudik berimbas pada okupansi masyarakat menginax80\ 
Non_HS,detikcom: Selain B1617       varian Corona ganas lainnya adalah B117 dari Inggris       B1351 dari Afsel       dan P1 dari Brazil    Tiga varian tersex80\ 
Non_HS,detikcom: Sembilan musim terakhir       Juventus memonopoli Liga Italia    Musim ini       dominasi itu runtuh dan musim depan bisa saja Si Nyonyx80\ 
Non_HS,detikcom: Seorang anak di Malaysia dipaksa makan pizza seminggu penuh    Bukan karena kejam       hal ini dilakukan orang tuanya demi mengajx80\ 
Non_HS,detikcom: Siap-siap EXO-L  Suho Cs akhirnya konfirmasi tanggal comeback mereka dengan Dont Fight the Feeling  #EXO  https://t   co/cEtk8x80\ 
Non_HS,detikcom: Supercar Lykan HyperSport menarik perhatian di film Fast Furious 7    Pada film aksi tersebut       Lykan HyperSport diajak terbax80\ 
Non_HS,detikcom: Tiga orang pengunjung objek wisata Dino Land dan Lembah Asri Serang (DLas)       Purbalingga       Jawa Tengah       positif tes antigen vix80\ 
Non_HS,detikcom: Ustaz Tengku Zulkarnain meninggal dunia kemarin    Ustaz Yusuf Mansur akan menggelar salat Gaib di rumah Tahfidz Daarul Quran   x80\ 
Non_HS,detikcom: Viral pengendara mencoba masuk iring-iringan kendaraan Wakil Presiden Maruf Amin    Ini alasan pengendara lain tak boleh masukx80\ 
Non_HS,detikcom: Wapres KH Maruf Amin menyampaikan ucapan duka atas meninggalnya Ustaz Tengku Zulkarnain    Maruf Amin merasa kehilangan atasx80\ 
Non_HS,detikcom: WN Kanada penyelenggara kelas orgasme di Bali ditangkap dan dideportasi    Fraksi Gerindra menilai perlu ada tindakan hukum tx80\ 
Non_HS,detikcom: WNI di Gaza mengatakan serangan masif dan tak ada tempat berlindung dengan sebagian korban dilarikan ke RS Indonesia    httpsx80\ 
Non_HS,didiabuzaid: @detikcom buat pelajaran kita semua    siapapun bisa khilaf    yg penting kita harus paham bahwa akhlak itu reaksi awal pada x80\ 
Non_HS,JangkyWong: @detikcom Tabiat Yahudi dan Nasrani       Al Quran Sudah memperingatkan 
Abusive,prasetyaa8: @detikcom besok anaknya top up sejuta dan ga dilayani       bapaknya dtg lagi kau menghina saya? kau kira tampang anakku tampanx80\ 
HS,qopplaq: @integreet @Vivisd7 @detikcom mungkin ini trmasuk fans nya @rockygerung kepengaruh ajaran si roki yg bilang bhw kitab sucix80\ 
Non_HS,Sudiyanto204573: @_AnakKolong Di buka tautan @detikcom  juga berdasarkan JARENE  Kalau benar pun ini membahayakan penyidik @KPK_RI       x80\ 
HS,Ziarah kubur berpotensi jadi klaster baru? Kl mall dn tempat wisata?? @aniesbaswedan @FraksiPPPDPRRI @DPP_PPPx80\ https://t   co/cVzP5MHRGx
HS,Zionis Yahudi biadab zionis yahudi teroris #zionis yahudi teroris #zionis yahudi teroris #zionis yahudi terorisx80\ https://t   co/DElMzmVTdG
Abusive,masbul @detikcom ga segampang itu memasuki daerah konflik negara orang ngab       mau diembargo negaranya
Abusive,_andhiy_ @detikcom Kalo kuning di kira tai
Non_HS,banyulaut @beautyisgina_ @detikcom Hamas bunuh lumayan byk juga tuh warga Pestina       Berlindung dan menyerang darix80\ https://t   co/Irp6ZthLBP
HS,_banyulaut @beautyisgina_ @detikcom Pssss    mereka ga mau dengerin Jangan habisin tenaga Capek gw hadapinnya  
Abusive,_banyulaut @detikcom Akun bokep gausah sok keras
Non_HS,_banyulaut @detikcom Antara org kuat atau org merasa kuat
Non_HS,_banyulaut @detikcom Baru bgt liat video ini di instagraaaam wkwk       jadi lakinya malu gak ya
Non_HS,_banyulaut @detikcom caper bgt bos
HS,_banyulaut @detikcom Cari perhatian kebanyakan bipang tong
Non_HS,_banyulaut @detikcom Gahabis pikir ada org begini            
HS,_banyulaut @detikcom Hamas itu teroris
Non_HS,_banyulaut @detikcom Jgn gitu bro itu duit sumbangan umat akhirnya ada gunanya juga 
Abusive,_banyulaut @detikcom Maksud kAUUUU    
HS,_banyulaut @detikcom Palestina bangsa yg tabah dan tangguh gak ada kata mwek    Dasar pendukung penjajah   
HS,_banyulaut @detikcom Siapa yg mulai       misal gw tonjol muke lu duluan jangan balas ya
HS,_banyulaut @detikcom Wkwk yang ada ini adalah balasan untuk Israel karna telah nyerang duluan  
HS,_banyulaut @detikcom Ya jelasss sewot lah dia      non muslim
Non_HS,_banyulaut @detikcom Yang duluan siapa?
Non_HS,_banyulaut @dimsumentai @anakpunkgoaran @detikcom Hamas orang mana bang? Kan orang palestina bukan orang indonesia    Ah elah
HS,_banyulaut @dimsumentai @anakpunkgoaran @detikcom Mereka doyan perang       warga indonesia doyan banget nyinyir wargax80\ https://t   co/IDHQTULVuL
Non_HS,_Bonchu @detikcom Santai g usah diambil pusing lur https://t   co/8opGn7mKSp
Non_HS,_burnce @detikcom blm dibagi tuh sm pemerintah
HS,_dennydk @mirnadiazoni @detikcom gmna negara maju klo isi nya pd munafik
Non_HS,_gardeniaa_ @detikcom Sepakat
HS,_GarudaHitam_ @anasadani11 @detikcom musuh syiah sebenarnya sunni dan wahabi  Israel hanya perantara
HS,_GarudaHitam_ @had @bayupras @SonyTriYantoH1 @detikcom Maju utangny hancur ekonominya
Non_HS,_GarudaHitam_ @luqmanlitv @Ajooooh @detikcom Wkwkwkekwk            parah loo      
Non_HS,_GarudaHitam_ @varzyasyah @anasadani11 @detikcom Emg pernah liat Iran lawan Israel?
Abusive,_is__blue @detikcom Bakar juga dong       tp jngan sampe mati    Biar cacat seumur hidup
Non_HS,_is__blue @detikcom Cantiknya yaallah
Non_HS,_is__blue @detikcom emote tangannya kurang jauh       itu masih nunjuk ke korban   twitter mobile view
HS,_is__blue @detikcom hajar dlu lah ni
HS,_is__blue @detikcom Hukum mati
HS,_is__blue @detikcom menunggu tampang pelaku disebaar~
HS,_is__blue @detikcom Nah ketangkap disemak2 gitu langsung bakar aj    Dipenjara berapa tahun      ntar keluar pasti jd kriminal lagi
Non_HS,_is__blue @detikcom Ngeri laki edan    Anak gw msh 4 thn    Gw senang dia pemalu    Krn dgn malunya lebih nempel ke gw
Non_HS,_is__blue @detikcom Pembunuhan berencana fix minimal 20thn    Metode tergolong sadis       kemungkinan besar seumur hidupx80\ https://t   co/ysDYajRel8
HS,_is__blue @detikcom Tumben gak ditembak kakinya      apa karna bulan puasa ya?
Non_HS,_lemurianstars @indiraasarii @jovicohalim70 @ayubbabblu27 @skeptisismee @detikcom Terima kasih dan semoga anda suka
Non_HS,_lemurianstars @indiraasarii @rudisetiadi72 @jovicohalim70 @ayubbabblu27 @detikcom justru kalo terlihat merasa paling
Non_HS,_mbohkarepmu_ @detikcom Loh kok ikut ngegas
HS,_missGe @detikcom Masak di bayar cuman post gini doang            
Abusive,_missGe @detikcom Ngaca pang    
Non_HS,_missGe @detikcom Ngeri emang       kasus yg sedang ditangani panyidik Afif Julian Miftah        Pengadaan Tanah di DKI     
Abusive,_missGe @detikcom Pffttt otak dikit
Abusive,_missGe @detikcom taik lu   
Non_HS,_seleraku_ @goldntrsh @fjolmrkzhi051a3 @detikcom Ya kan lagi puasa bang   
Non_HS,_shobiralfathin @detikcom dari pusat   sdah di intruksikan tidak blh mudik    tapi didaerah banyak yg mudik   kurangnyax80\ https://t   co/jqt86OaKUR
Non_HS,_shobiralfathin @detikcom masih untuk lawannya belanda    jadi mereka bisa pulang ke negaranya    kalo kasus israel ya
Non_HS,_tamaputra @hbtllah @gapaiwieasa @detikcom Bisa ditangani      dilakukan tes      dan klo positif lgsg karantina    Sementara
Non_HS,_tamaputra @hbtllah @gapaiwieasa @detikcom Sip       pertanyaan template sih       tp saya coba melogika-kan ya       klopun adax80\ https://t   co/k5y5H9TGPT
HS,_ungee @detikcom Biasalah       membela yang berduit + punya kekuatan    Tapi mudahan yang nutup mata itu bener gk bisa buka matanya lagi 
Non_HS,_ungee @detikcom Konteks nya siapa dulu yg usil    Jgn usil kalo ga mau di usilin
HS,_YGOP @awmarre @detikcom Hina banget sih lo             Pantes hidupmu miskin abadi          kasian banget hidup lo    Dengki mulu   
HS,00c231a11ef748f @detikcom Pejabat itu kalo menerima gratifikasi aja dipecat dan di larang       ada hukum UU nya       apalagi ini PUNGLI      
Non_HS,07_Rizky @detikcom Internasional mana yang anda wakili?
Non_HS,07_Rizky @detikcom Jd boleh RI dagang sama israel?
Non_HS,07_Rizky @detikcom Pada faktanya hubungan dagang itu ngaruh    Turki       mesir       Saudi       uea gak bisa bantuin secara militer
Abusive,07_Rizky @detikcom Silahkan pisahkan hubungan bisnis dan kemanusiaan       standar janda    Katanya semua hal diatur di
Abusive,081807207363 @detikcom sejarah panjang yahudi arab dulu yahudi menjadi budak firaun di Mesir zaman nabi Musa mau k
HS,0nobs @FahryBakrie @detikcom @DPP_PKB @PDI_Perjuangan Jlebb       Blunder
Non_HS,0nobs @FahryBakrie @detikcom @DPP_PKB @PDI_Perjuangan Salahnya dimana memang benar kok Novi SM Marhaen itu diusung
Non_HS,10_julianto @azzadv @babyyyyybia @detikcom Senjata nya cuma pilkada       cari kek alasan lain buat nyerang pemerintah
Non_HS,10IbnuAffan @christov_aldo @detikcom La itu lbh salah lagi jadi main hakim sendiri
Non_HS,10IbnuAffan @detikcom Lah disini gw pertanyakan benar2 apa dasar hukumnya       rakyat mana yg dirugikan? Rakyat palestina
Non_HS,11humayroh @ncang_muslim @iwan_00 @detikcom Menyedihkan emang ckckck
Non_HS,122_pratama @ikhsanm65133558 @napoleon_ignis @detikcom Mau pengakuannya tahun berapa yg jelas mas erdogan sampai sekarang
Non_HS,122_pratama @khoeshiella @detikcom Nanya nih       bagi elu defenisi mark up artinya apa ya?
Non_HS,122_pratama @The_Sun24 @ikhsanm65133558 @napoleon_ignis @detikcom Dilihat dulu dong pasca Revolusi Iran th 1978 Irx80\ https://t   co/ho33SwLwNV
Non_HS,122_pratama @The_Sun24 @ikhsanm65133558 @napoleon_ignis @detikcom Erdogan minta Israel dan Hamas segera gencatan sx80\ https://t   co/XBxtLuPghd
Non_HS,122_pratama @The_Sun24 @ikhsanm65133558 @napoleon_ignis @detikcom Sekutu Turki       Azebaijan juga terpantau sampai sex80\ https://t   co/xkEVUEXHks
Non_HS,12358936hjk @detikcom Kebersamaan? Hamas (Sunni) dan Fatah (Syah) bisa bersama? Mimpi    Sampai lebaran kuda       gak akx80\ https://t   co/eXvgTVqW6M
Non_HS,12358936hjk @detikcom Mimpi? Itu fakta    Saat sekarang Hamas mati2an melawan Israel       Fatah kemana? Negara-negara Arx80\ https://t   co/bY641g8y4j
Non_HS,13angkitArdians @bhoneck @detikcom Tempat penampungan tim sukses kali
Non_HS,150MYA @detikcom Tergantung media yg framingnya     Di sini media lebih sering memberitakan sebaliknya kali         
Non_HS,15c6cf0b74a0455 @detikcom lho sebelumnya kan begitu       lalu sekarang jadi ada ASN KPK
Non_HS,17dondon8 @detikcom Kadrun maunta khusus Turki pisahkan hubungan dagang dengan kemanusiaan halah halah
HS,1990milanisti @detikcom Komunis itu tidak sama dgn atheis    Orang komunis byk penganut agama yg taat    Komunis itu ix80\ https://t   co/m8Sz8p2bRU
Non_HS,1mmcr4zy @diantaratitik @detikcom Anak  Israel juga gak tau apa \xf0xa5\xb1
Non_HS,1mmcr4zy @diantaratitik @detikcom Kenapa di balas rudal Ama Hamas? KLO setiap di dunia ini barbar kayak Hamas yg laen
Non_HS,1mmcr4zy @diantaratitik @detikcom Pantas lah      Lu pikir yg tewas di Israel bukan warga sipil juga?
Non_HS,213_fu @detikcom Amin      semoga selanjutnya lulus ya      usaha dan berdoa
Non_HS,23Kliwon @doniking @wachid_huda @detikcom Seharus ny sblm serangan d mulai hrus ada peringatan dini dhulu kpd warga palestine
HS,24_akbar_08 @detikcom jiaaah pakai kata bangst segala lu       makanya gua bicara keadilan       kalo tka china boleh masuk
Non_HS,24_akbar_08 @detikcom panjang lebar kirain paham konteks       ternyata cuma bicara teknis
HS,27MILE03 @detikcom ahh       avatar lu kek bipang
Non_HS,27MILE03 @detikcom ahh       lu nyinggung almarhum KH Tengku Zulkarnain    lu kejam
HS,27MILE03 @detikcom Junjungan lu itu sampah yg bakal busuk di penjara 
HS,27MILE03 @detikcom Wadduh    Anda islam    Tp koment ya kayak itu sm org yg udh mninggal
Non_HS,29arie69 @detikcom Apa perlu      gw kesana hahahaha
Non_HS,29arie69 @detikcom Jaga jarak apanya hahahahaha oh mau puasa ya hahahah
Non_HS,29arie69 @detikcom Lu enak dek mau puasa hahahah ingat syawalan dulu
Non_HS,2cute2debate @muridseneca @Sylviaangela6 @Edo_ShehB @detikcom Itu bukan korupsi Tapi kelebihan bayar Bedain donk
Non_HS,2cute2debate @Sylviaangela6 @Edo_ShehB @detikcom berarti NB lebih dari ketua kpk? ad kok nunggu NB cabut
Non_HS,2cute2debate @Sylviaangela6 @Edo_ShehB @detikcom berarti pemimpinnya dong       ga bisa bikin bawahan nurut wkwkw jadi
Non_HS,2cute2debate @Sylviaangela6 @Edo_ShehB @detikcom Coba kasih bukti gue dukung NB
Non_HS,2five02 @detikcom Mungkin maksud nya munarboy bisa 20jam non stop
Non_HS,2Ronggolawe @detikcom Lah kalo gw sih gak doyan jd babu sekalipun    Harapanku anak bangsa ini bisa sehebat investorx80\ https://t   co/MgWyJ0rW8j
HS,3_devout @detikcom Biasa otaknya masih dititipin di pegadaian ya begitu 
HS,3_devout @detikcom Mestinya dituntut krn sudah melakukan perbuatan tidak menyenangkan   
HS,345_rizki @AbuRay6 @detikcom Biarin buzzer beginian mah    Bodoh
Non_HS,345_rizki @AbuRay6 @detikcom Dunia melabeli Hamas dengan  terroris  dan jika negara\xc2\xb2 Arab tetep ngotot bantuin palx80\ https://t   co/sXfC9zRhRW
Non_HS,345_rizki @AbuRay6 @detikcom emang hamas ada di masjid  saat israel nyerang Masjid Al Aqso?
Non_HS,345_rizki @AbuRay6 @detikcom Gini ya Hamas v Israel itu sama halnya dengan jaman penjajahan Belanda dulu       terus Hax80\ https://t   co/gy8B8oheW3
HS,345_rizki @AbuRay6 @detikcom goblok
Non_HS,345_rizki @AbuRay6 @detikcom Hamas nyerang tidak ada korban jiwa
Non_HS,345_rizki @AbuRay6 @detikcom Lah gimana sih pemikiranmu       aneh deh Hamas itu merespon tindakan Israel yg dilakukanx80\ https://t   co/a6EgkKDDee
Non_HS,345_rizki @AbuRay6 @detikcom Lu nyari pamor di twitt harusnya ga kaya gini juga       sudut pandang lu jauh dari sisi kx80\ https://t   co/q42BW4hVrX
Abusive,345_rizki @AbuRay6 @detikcom Membual aja terus tong ga perlu mikir x85 https://t   co/oFnphAMuD7
Non_HS,345_rizki @AbuRay6 @detikcom negara israel dan hammas siapa dulu ada? renungkan ya         dulu juga waktu perang surabax80\ https://t   co/D661pgUnek
Non_HS,345_rizki @AbuRay6 @detikcom Negara2 Arab masih ragu untuk bantu Palestina       masih banyak sebenernya faktor2 yg terx80\ https://t   co/ut2GSNJgmD
Non_HS,345_rizki @AbuRay6 @detikcom nyerang duluan apa? yg nyerang masjid Al Aqso duluan siapa?
Non_HS,345_rizki @AbuRay6 @detikcom Oo       y Semoga Israel lekas jera aja ne gtw        Ngaku Kalah dan tidak menindas Palestin
Non_HS,345_rizki @AbuRay6 @detikcom Sejak kapan Israhell nyerang Palestine? Sejak kapan hamas berdiri? Tolong       sejarah
Non_HS,345_rizki @AbuRay6 @detikcom Serius tanya       menurutmu       Israel itu penjajah bukan?
HS,345_rizki @AbuRay6 @detikcom Setan lu ngebela Yahudi       udeh tau Yahudi israel dilaknat Alloh       Bacot lu sialan
Non_HS,345_rizki @AbuRay6 @detikcom Ya itu dilakukan atas dasar mempertahankan tanah mereka di Sheikh Jarrah yg secara paksa diambil sama Israel
Non_HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Akal dan pikiranku gak semurah mu mas    :)
HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Bacot lu aja yg kenceng       kalo ga tau tentang Arab Saux80\ https://t   co/uimP2Wjvls
HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Gak perlu jadi Dajjal mas rizki utk dukung Zionis       cukup jadi Setan   
Non_HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Kalo gua keluarin jutaan dollar ke palestine untuk bax80\ https://t   co/3YVMp9pMwR
HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Kerja jadi buzzer aja ngomong punya duit    Bipang Yahudi gosong    
Non_HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom maaf mau tanya       emangnya lo udah keluar jutaan dollarx80\ https://t   co/0pS8Pn1jBs
HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Sdh sarapan bipang belum bro  #IsraelTerrorist  #IsraelTerrorist
Non_HS,345_rizki @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Tuh kan ngocehnya ngaco lagi    Ga mungkin lu keluarin jutaan dollar wkwkwk
Non_HS,345_rizki @anasadani11 @detikcom Bener ngab       naik hajinya harusnya di al Aqsa yang merupakan kiblat pertama kali umat Islam
HS,345_rizki @chasa_matta @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Yahudi pesek sedang komen
HS,345_rizki @daeng1605 @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom Yahudi pesek
Abusive,345_rizki @detikcom @HumasPolri Bodoh kau https://t   co/vvJMFrn13L
HS,345_rizki @detikcom @HumasPolri Cieee yg ngerasa Yahudi pesek       anak haram x86x86x86\xf0xaa\x93
HS,345_rizki @detikcom @HumasPolri Hahaha Yahudi pesek lu       gagal Didik emak bapak lu       Pasti nyesel punya anak kayak lu
Non_HS,345_rizki @Doublehenry1 @detikcom Aturan mudik bukan bagian dr UU besar       beda sm kasus pengakuan negara yg tdk maux80\ https://t   co/8jGlNCacIm
Non_HS,345_rizki @Doublehenry1 @detikcom Jelas berarti loe penghianat negara dan wajib diperangi rakyat model loe   
Non_HS,345_rizki @Doublehenry1 @detikcom NKRI gak butuh rakyat penghianat negara    Jelas Negara mendukung Palestina dan sax80\ https://t   co/Jc52HfOq1A
Non_HS,345_rizki @Doublehenry1 @detikcom Oh jd gini ya kedok rakyat penghianat negara tdk mau ikutin aturan NKRI berdasarkan UUD45 
Non_HS,345_rizki @Doublehenry1 @detikcom Selama aturan negara dlm jalur UUD45 mk wajib didukung    Jelas masalah Israel  nex80\ https://t   co/vvf2uYjs5I
Non_HS,345_rizki @gazzalizer @Silihwangi6 @detikcom Ngapain peduli sama para pembantai?
HS,345_rizki @iriantomallera @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom GOYIM YAHUDI KOMEN TERUS SUMPAL PAKAI SERBET WARTEG  BIAR DIEM
Abusive,345_rizki @KemalHamzani @AchmadFPRASTY @RidhoHerlamban6 @AbuRay6 @detikcom 123 tutup botol    Kontol
Non_HS,345_rizki @kepobingits11 @AbuRay6 @detikcom Pendapat Anda mencerminkan kebodohan dan tidak punya kemanusiaan    Kecuali
Non_HS,345_rizki @lelembutputih @detikcom Hmmmmm       Gw setuju sih dgn ini    Pemerintah tugasnya ambil kebijakan    Dan hampir
Non_HS,345_rizki @lelembutputih @detikcom Ya maapp      
Non_HS,345_rizki @mengong78 @RidhoHerlamban6 @AbuRay6 @detikcom Wah perlu belajar sejarah palestina bro         biar tidak tersesat         
Non_HS,345_rizki @nugnugw @detikcom Karena negara arab2 itu sibuk dengan urusan sendiri2       arab saudi saja lebih takut 
Non_HS,345_rizki @nugnugw @detikcom Ya berarti arab saudi gak beda jauh dengan israel
Non_HS,345_rizki @RidhoHerlamban6 @AbuRay6 @detikcom Bantuan ada ko gan tp mmg ga kelihatan krn ga ke up media       Kebanyakan
HS,345_rizki @RidhoHerlamban6 @AbuRay6 @detikcom Betul       ngabisin energi aja       tapi kadang2 harus disentil        biar otaknya dipake buat mikir
Non_HS,345_rizki @RidhoHerlamban6 @AbuRay6 @detikcom Emang setau lu kenapa??
Non_HS,345_rizki @RidhoHerlamban6 @AbuRay6 @detikcom G Ada hubungannya boss sama naik haji       ini bukan masalah agama lagix80\ https://t   co/briEkbeoR2
Non_HS,345_rizki @RidhoHerlamban6 @AbuRay6 @detikcom Gw jg uda baca kenapa ndk bantuin       karena mereka tahu kalau Bla blax80\ https://t   co/REqTH6JQdh
